,ply,move,fen,white_active,voc,time_control,clock,rt,game_id,white_player,black_player,result
46,49,e8f8,r3rR1k/n1pq4/p3p1QB/1p2P3/8/2P5/P4PPP/R5K1 b - - 2 25,False,0.0,60+0,7.0,1.0,08hbuXaf,rapercence,Shajeta,1
47,50,h6f8,r4r1k/n1pq4/p3p1QB/1p2P3/8/2P5/P4PPP/R5K1 w - - 0 26,True,0.230612454152204,60+0,1.0,1.0,08hbuXaf,rapercence,Shajeta,-1
48,51,a8f8,r4B1k/n1pq4/p3p1Q1/1p2P3/8/2P5/P4PPP/R5K1 b - - 0 26,False,0.0,60+0,5.0,2.0,08hbuXaf,rapercence,Shajeta,1
49,52,g6h6,5r1k/n1pq4/p3p1Q1/1p2P3/8/2P5/P4PPP/R5K1 w - - 0 27,True,0.0,60+0,0.0,1.0,08hbuXaf,rapercence,Shajeta,-1
50,53,d7h7,5r1k/n1pq4/p3p2Q/1p2P3/8/2P5/P4PPP/R5K1 b - - 1 27,False,0.0,60+0,4.0,1.0,08hbuXaf,rapercence,Shajeta,1
51,3,d8h4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,False,0.0,300+3,299.0,4.0,0GZpbl0h,fisikoloko,durmazmeh,1
52,4,f1e2,rnb1kbnr/pppp1ppp/4p3/8/3PP2q/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,True,0.0,300+3,298.0,2.0,0GZpbl0h,fisikoloko,durmazmeh,-1
53,5,h4e4,rnb1kbnr/pppp1ppp/4p3/8/3PP2q/8/PPP1BPPP/RNBQK1NR b KQkq - 2 3,False,0.0,300+3,295.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,1
54,6,b1c3,rnb1kbnr/pppp1ppp/4p3/8/3Pq3/8/PPP1BPPP/RNBQK1NR w KQkq - 0 4,True,0.1029907661196379,300+3,294.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,-1
55,7,e4g2,rnb1kbnr/pppp1ppp/4p3/8/3Pq3/2N5/PPP1BPPP/R1BQK1NR b KQkq - 1 4,False,0.0,300+3,292.0,6.0,0GZpbl0h,fisikoloko,durmazmeh,1
56,8,g1f3,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N5/PPP1BPqP/R1BQK1NR w KQkq - 0 5,True,0.0,300+3,281.0,16.0,0GZpbl0h,fisikoloko,durmazmeh,-1
57,9,g2h1,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2N2/PPP1BPqP/R1BQK2R b KQkq - 1 5,False,0.0,300+3,292.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
58,10,e1d2,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2N2/PPP1BP1P/R1BQK2q w Qkq - 0 6,True,0.0,300+3,282.0,2.0,0GZpbl0h,fisikoloko,durmazmeh,-1
59,11,h1g2,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2N2/PPPKBP1P/R1BQ3q b kq - 1 6,False,0.0,300+3,280.0,15.0,0GZpbl0h,fisikoloko,durmazmeh,1
60,12,d1g1,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2N2/PPPKBPqP/R1BQ4 w kq - 2 7,True,0.0,300+3,277.0,8.0,0GZpbl0h,fisikoloko,durmazmeh,-1
61,13,g2h3,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2N2/PPPKBPqP/R1B3Q1 b kq - 3 7,False,0.0156192373930284,300+3,273.0,10.0,0GZpbl0h,fisikoloko,durmazmeh,1
62,14,g1g3,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2N1q/PPPKBP1P/R1B3Q1 w kq - 4 8,True,0.0056647746847532,300+3,257.0,23.0,0GZpbl0h,fisikoloko,durmazmeh,-1
63,15,h3h6,rnb1kbnr/pppp1ppp/4p3/8/3P4/2N2NQq/PPPKBP1P/R1B5 b kq - 5 8,False,0.031731194320551,300+3,268.0,8.0,0GZpbl0h,fisikoloko,durmazmeh,1
64,16,g3g5,rnb1kbnr/pppp1ppp/4p2q/8/3P4/2N2NQ1/PPPKBP1P/R1B5 w kq - 6 9,True,0.0,300+3,248.0,12.0,0GZpbl0h,fisikoloko,durmazmeh,-1
65,17,h6g5,rnb1kbnr/pppp1ppp/4p2q/6Q1/3P4/2N2N2/PPPKBP1P/R1B5 b kq - 7 9,False,0.0097145267249135,300+3,269.0,2.0,0GZpbl0h,fisikoloko,durmazmeh,1
66,18,f3g5,rnb1kbnr/pppp1ppp/4p3/6q1/3P4/2N2N2/PPPKBP1P/R1B5 w kq - 0 10,True,0.0,300+3,249.0,2.0,0GZpbl0h,fisikoloko,durmazmeh,-1
67,19,g7g6,rnb1kbnr/pppp1ppp/4p3/6N1/3P4/2N5/PPPKBP1P/R1B5 b kq - 0 10,False,0.0056717799558713,300+3,260.0,12.0,0GZpbl0h,fisikoloko,durmazmeh,1
68,20,d2e1,rnb1kbnr/pppp1p1p/4p1p1/6N1/3P4/2N5/PPPKBP1P/R1B5 w kq - 0 11,True,0.0,300+3,236.0,16.0,0GZpbl0h,fisikoloko,durmazmeh,-1
69,21,f7f6,rnb1kbnr/pppp1p1p/4p1p1/6N1/3P4/2N5/PPP1BP1P/R1B1K3 b kq - 1 11,False,0.0126470189172068,300+3,258.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,1
70,22,g5e4,rnb1kbnr/pppp3p/4ppp1/6N1/3P4/2N5/PPP1BP1P/R1B1K3 w kq - 0 12,True,0.0006652543067519,300+3,227.0,12.0,0GZpbl0h,fisikoloko,durmazmeh,-1
71,23,f6f5,rnb1kbnr/pppp3p/4ppp1/8/3PN3/2N5/PPP1BP1P/R1B1K3 b kq - 1 12,False,0.0,300+3,258.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
72,24,e4g5,rnb1kbnr/pppp3p/4p1p1/5p2/3PN3/2N5/PPP1BP1P/R1B1K3 w kq - 0 13,True,0.0,300+3,222.0,8.0,0GZpbl0h,fisikoloko,durmazmeh,-1
73,25,f8e7,rnb1kbnr/pppp3p/4p1p1/5pN1/3P4/2N5/PPP1BP1P/R1B1K3 b kq - 1 13,False,0.0128203212895818,300+3,250.0,11.0,0GZpbl0h,fisikoloko,durmazmeh,1
74,26,h2h4,rnb1k1nr/ppppb2p/4p1p1/5pN1/3P4/2N5/PPP1BP1P/R1B1K3 w kq - 2 14,True,0.0070294545968832,300+3,219.0,6.0,0GZpbl0h,fisikoloko,durmazmeh,-1
75,27,h7h6,rnb1k1nr/ppppb2p/4p1p1/5pN1/3P3P/2N5/PPP1BP2/R1B1K3 b kq - 0 14,False,0.0,300+3,250.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
76,28,g5f3,rnb1k1nr/ppppb3/4p1pp/5pN1/3P3P/2N5/PPP1BP2/R1B1K3 w kq - 0 15,True,0.0,300+3,212.0,10.0,0GZpbl0h,fisikoloko,durmazmeh,-1
77,29,g6g5,rnb1k1nr/ppppb3/4p1pp/5p2/3P3P/2N2N2/PPP1BP2/R1B1K3 b kq - 1 15,False,0.0139558198886232,300+3,248.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,1
78,30,h4h5,rnb1k1nr/ppppb3/4p2p/5pp1/3P3P/2N2N2/PPP1BP2/R1B1K3 w kq - 0 16,True,0.0,300+3,204.0,11.0,0GZpbl0h,fisikoloko,durmazmeh,-1
79,31,g5g4,rnb1k1nr/ppppb3/4p2p/5ppP/3P4/2N2N2/PPP1BP2/R1B1K3 b kq - 0 16,False,0.0,300+3,248.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
80,32,f3e5,rnb1k1nr/ppppb3/4p2p/5p1P/3P2p1/2N2N2/PPP1BP2/R1B1K3 w kq - 0 17,True,0.0,300+3,204.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,-1
81,33,d7d6,rnb1k1nr/ppppb3/4p2p/4Np1P/3P2p1/2N5/PPP1BP2/R1B1K3 b kq - 1 17,False,0.0,300+3,245.0,6.0,0GZpbl0h,fisikoloko,durmazmeh,1
82,34,e5g6,rnb1k1nr/ppp1b3/3pp2p/4Np1P/3P2p1/2N5/PPP1BP2/R1B1K3 w kq - 0 18,True,0.0156529375590097,300+3,200.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,-1
83,35,h8h7,rnb1k1nr/ppp1b3/3pp1Np/5p1P/3P2p1/2N5/PPP1BP2/R1B1K3 b kq - 1 18,False,0.0,300+3,219.0,29.0,0GZpbl0h,fisikoloko,durmazmeh,1
84,36,c3b5,rnb1k1n1/ppp1b2r/3pp1Np/5p1P/3P2p1/2N5/PPP1BP2/R1B1K3 w q - 2 19,True,0.0175893675150731,300+3,172.0,31.0,0GZpbl0h,fisikoloko,durmazmeh,-1
85,37,e7d8,rnb1k1n1/ppp1b2r/3pp1Np/1N3p1P/3P2p1/8/PPP1BP2/R1B1K3 b q - 3 19,False,0.008724287936531,300+3,209.0,13.0,0GZpbl0h,fisikoloko,durmazmeh,1
86,38,e2c4,rnbbk1n1/ppp4r/3pp1Np/1N3p1P/3P2p1/8/PPP1BP2/R1B1K3 w q - 4 20,True,0.0081516256432069,300+3,165.0,10.0,0GZpbl0h,fisikoloko,durmazmeh,-1
87,39,a7a6,rnbbk1n1/ppp4r/3pp1Np/1N3p1P/2BP2p1/8/PPP2P2/R1B1K3 b q - 5 20,False,0.0,300+3,205.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,1
88,40,b5c3,rnbbk1n1/1pp4r/p2pp1Np/1N3p1P/2BP2p1/8/PPP2P2/R1B1K3 w q - 0 21,True,0.0044930733480744,300+3,153.0,15.0,0GZpbl0h,fisikoloko,durmazmeh,-1
89,41,b7b5,rnbbk1n1/1pp4r/p2pp1Np/5p1P/2BP2p1/2N5/PPP2P2/R1B1K3 b q - 1 21,False,0.0,300+3,203.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,1
90,42,c4f1,rnbbk1n1/2p4r/p2pp1Np/1p3p1P/2BP2p1/2N5/PPP2P2/R1B1K3 w q - 0 22,True,0.0083833535930094,300+3,142.0,14.0,0GZpbl0h,fisikoloko,durmazmeh,-1
91,43,g8f6,rnbbk1n1/2p4r/p2pp1Np/1p3p1P/3P2p1/2N5/PPP2P2/R1B1KB2 b q - 1 22,False,0.0,300+3,197.0,9.0,0GZpbl0h,fisikoloko,durmazmeh,1
92,44,f1g2,rnbbk3/2p4r/p2ppnNp/1p3p1P/3P2p1/2N5/PPP2P2/R1B1KB2 w q - 2 23,True,0.0063320527440307,300+3,136.0,9.0,0GZpbl0h,fisikoloko,durmazmeh,-1
93,45,f6h5,rnbbk3/2p4r/p2ppnNp/1p3p1P/3P2p1/2N5/PPP2PB1/R1B1K3 b q - 3 23,False,0.0,300+3,197.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
94,46,g2a8,rnbbk3/2p4r/p2pp1Np/1p3p1n/3P2p1/2N5/PPP2PB1/R1B1K3 w q - 0 24,True,0.0190189342702618,300+3,135.0,4.0,0GZpbl0h,fisikoloko,durmazmeh,-1
95,47,e6e5,Bnbbk3/2p4r/p2pp1Np/1p3p1n/3P2p1/2N5/PPP2P2/R1B1K3 b - - 0 24,False,0.021496264644891,300+3,191.0,9.0,0GZpbl0h,fisikoloko,durmazmeh,1
96,48,d4d5,Bnbbk3/2p4r/p2p2Np/1p2pp1n/3P2p1/2N5/PPP2P2/R1B1K3 w - - 0 25,True,0.0,300+3,126.0,12.0,0GZpbl0h,fisikoloko,durmazmeh,-1
97,49,h7g7,Bnbbk3/2p4r/p2p2Np/1p1Ppp1n/6p1/2N5/PPP2P2/R1B1K3 b - - 0 25,False,0.0117537514712342,300+3,187.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,1
98,50,g6h4,Bnbbk3/2p3r1/p2p2Np/1p1Ppp1n/6p1/2N5/PPP2P2/R1B1K3 w - - 1 26,True,0.0204748428463894,300+3,111.0,18.0,0GZpbl0h,fisikoloko,durmazmeh,-1
99,51,d8h4,Bnbbk3/2p3r1/p2p3p/1p1Ppp1n/6pN/2N5/PPP2P2/R1B1K3 b - - 2 26,False,0.0202924252027725,300+3,186.0,4.0,0GZpbl0h,fisikoloko,durmazmeh,1
100,52,c1h6,Bnb1k3/2p3r1/p2p3p/1p1Ppp1n/6pb/2N5/PPP2P2/R1B1K3 w - - 0 27,True,0.0,300+3,105.0,9.0,0GZpbl0h,fisikoloko,durmazmeh,-1
101,53,g7g6,Bnb1k3/2p3r1/p2p3B/1p1Ppp1n/6pb/2N5/PPP2P2/R3K3 b - - 0 27,False,0.0270281499190097,300+3,177.0,12.0,0GZpbl0h,fisikoloko,durmazmeh,1
102,54,h6e3,Bnb1k3/2p5/p2p2rB/1p1Ppp1n/6pb/2N5/PPP2P2/R3K3 w - - 1 28,True,0.0082155110159419,300+3,95.0,13.0,0GZpbl0h,fisikoloko,durmazmeh,-1
103,55,g4g3,Bnb1k3/2p5/p2p2r1/1p1Ppp1n/6pb/2N1B3/PPP2P2/R3K3 b - - 2 28,False,0.0256135506442658,300+3,178.0,2.0,0GZpbl0h,fisikoloko,durmazmeh,1
104,56,f2g3,Bnb1k3/2p5/p2p2r1/1p1Ppp1n/7b/2N1B1p1/PPP2P2/R3K3 w - - 0 29,True,0.0161293827347972,300+3,93.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,-1
105,57,h4g3,Bnb1k3/2p5/p2p2r1/1p1Ppp1n/7b/2N1B1P1/PPP5/R3K3 b - - 0 29,False,0.0361590346836248,300+3,176.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,1
106,58,e1e2,Bnb1k3/2p5/p2p2r1/1p1Ppp1n/8/2N1B1b1/PPP5/R3K3 w - - 0 30,True,0.0,300+3,91.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,-1
107,59,f5f4,Bnb1k3/2p5/p2p2r1/1p1Ppp1n/8/2N1B1b1/PPP1K3/R7 b - - 1 30,False,0.0256070977887047,300+3,172.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,1
108,60,e3f2,Bnb1k3/2p5/p2p2r1/1p1Pp2n/5p2/2N1B1b1/PPP1K3/R7 w - - 0 31,True,0.0268199344789173,300+3,79.0,15.0,0GZpbl0h,fisikoloko,durmazmeh,-1
109,61,c8g4,Bnb1k3/2p5/p2p2r1/1p1Pp2n/5p2/2N3b1/PPP1KB2/R7 b - - 1 31,False,0.0050928795786219,300+3,167.0,8.0,0GZpbl0h,fisikoloko,durmazmeh,1
110,62,e2f1,Bn2k3/2p5/p2p2r1/1p1Pp2n/5pb1/2N3b1/PPP1KB2/R7 w - - 2 32,True,0.0483190836399272,300+3,71.0,11.0,0GZpbl0h,fisikoloko,durmazmeh,-1
111,63,g3f2,Bn2k3/2p5/p2p2r1/1p1Pp2n/5pb1/2N3b1/PPP2B2/R4K2 b - - 3 32,False,0.0061828056513161,300+3,151.0,19.0,0GZpbl0h,fisikoloko,durmazmeh,1
112,64,f1f2,Bn2k3/2p5/p2p2r1/1p1Pp2n/5pb1/2N5/PPP2b2/R4K2 w - - 0 33,True,0.0,300+3,72.0,2.0,0GZpbl0h,fisikoloko,durmazmeh,-1
113,65,e5e4,Bn2k3/2p5/p2p2r1/1p1Pp2n/5pb1/2N5/PPP2K2/R7 b - - 0 33,False,0.0064946293592735,300+3,149.0,5.0,0GZpbl0h,fisikoloko,durmazmeh,1
114,66,c3e4,Bn2k3/2p5/p2p2r1/1p1P3n/4ppb1/2N5/PPP2K2/R7 w - - 0 34,True,0.0,300+3,68.0,7.0,0GZpbl0h,fisikoloko,durmazmeh,-1
115,67,g4f5,Bn2k3/2p5/p2p2r1/1p1P3n/4Npb1/8/PPP2K2/R7 b - - 0 34,False,0.004254221585038,300+3,142.0,10.0,0GZpbl0h,fisikoloko,durmazmeh,1
116,68,e4d2,Bn2k3/2p5/p2p2r1/1p1P1b1n/4Np2/8/PPP2K2/R7 w - - 1 35,True,0.033229317416294,300+3,55.0,16.0,0GZpbl0h,fisikoloko,durmazmeh,-1
117,69,f5h3,Bn2k3/2p5/p2p2r1/1p1P1b1n/5p2/8/PPPN1K2/R7 b - - 2 35,False,0.0377613346690718,300+3,126.0,19.0,0GZpbl0h,fisikoloko,durmazmeh,1
118,70,a1e1,Bn2k3/2p5/p2p2r1/1p1P3n/5p2/7b/PPPN1K2/R7 w - - 3 36,True,0.0,300+3,57.0,1.0,0GZpbl0h,fisikoloko,durmazmeh,-1
119,71,e8d8,Bn2k3/2p5/p2p2r1/1p1P3n/5p2/7b/PPPN1K2/4R3 b - - 4 36,False,0.0172556133183807,300+3,126.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
120,72,a8b7,Bn1k4/2p5/p2p2r1/1p1P3n/5p2/7b/PPPN1K2/4R3 w - - 5 37,True,0.0156386074997844,300+3,51.0,9.0,0GZpbl0h,fisikoloko,durmazmeh,-1
121,73,g6g2,1n1k4/1Bp5/p2p2r1/1p1P3n/5p2/7b/PPPN1K2/4R3 b - - 6 37,False,0.0,300+3,126.0,3.0,0GZpbl0h,fisikoloko,durmazmeh,1
122,74,f2f1,1n1k4/1Bp5/p2p4/1p1P3n/5p2/7b/PPPN1Kr1/4R3 w - - 7 38,True,0.0,300+3,43.0,11.0,0GZpbl0h,fisikoloko,durmazmeh,-1
