,ply,move,fen,white_active,voc,time_control,clock,rt,game_id,white_player,black_player,result
37,3,b8c6,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,False,0.0,120+1,120.0,1.0,0Ai4JCiC,Amadeu123,forestsunrise,1
38,4,c2c3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,True,0.0011132981307249,120+1,120.0,1.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
39,5,f7f5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,False,0.0,120+1,117.0,4.0,0Ai4JCiC,Amadeu123,forestsunrise,1
40,6,e4f5,r1bqkbnr/pppp2pp/2n5/4pp2/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,True,0.0,120+1,119.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
41,7,g8f6,r1bqkbnr/pppp2pp/2n5/4pP2/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 4,False,0.0433009796573459,120+1,117.0,1.0,0Ai4JCiC,Amadeu123,forestsunrise,1
42,8,f1b5,r1bqkb1r/pppp2pp/2n2n2/4pP2/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 5,True,0.0,120+1,120.0,0.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
43,9,e5e4,r1bqkb1r/pppp2pp/2n2n2/1B2pP2/8/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 2 5,False,0.0,120+1,116.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,1
44,10,f3d4,r1bqkb1r/pppp2pp/2n2n2/1B3P2/4p3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 6,True,0.012761393817788,120+1,118.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
45,11,c6d4,r1bqkb1r/pppp2pp/2n2n2/1B3P2/3Np3/2P5/PP1P1PPP/RNBQK2R b KQkq - 1 6,False,0.0,120+1,115.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,1
46,12,c3d4,r1bqkb1r/pppp2pp/5n2/1B3P2/3np3/2P5/PP1P1PPP/RNBQK2R w KQkq - 0 7,True,0.0,120+1,118.0,1.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
47,13,c7c6,r1bqkb1r/pppp2pp/5n2/1B3P2/3Pp3/8/PP1P1PPP/RNBQK2R b KQkq - 0 7,False,0.0,120+1,114.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,1
48,14,b5a4,r1bqkb1r/pp1p2pp/2p2n2/1B3P2/3Pp3/8/PP1P1PPP/RNBQK2R w KQkq - 0 8,True,0.0694274273509576,120+1,116.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
49,15,d7d5,r1bqkb1r/pp1p2pp/2p2n2/5P2/B2Pp3/8/PP1P1PPP/RNBQK2R b KQkq - 1 8,False,0.0,120+1,113.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,1
50,16,d2d3,r1bqkb1r/pp4pp/2p2n2/3p1P2/B2Pp3/8/PP1P1PPP/RNBQK2R w KQkq - 0 9,True,0.0032196755029648,120+1,112.0,5.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
51,17,c8f5,r1bqkb1r/pp4pp/2p2n2/3p1P2/B2Pp3/3P4/PP3PPP/RNBQK2R b KQkq - 0 9,False,0.0,120+1,111.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,1
52,18,d3e4,r2qkb1r/pp4pp/2p2n2/3p1b2/B2Pp3/3P4/PP3PPP/RNBQK2R w KQkq - 0 10,True,0.0,120+1,113.0,0.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
53,19,f5e4,r2qkb1r/pp4pp/2p2n2/3p1b2/B2PP3/8/PP3PPP/RNBQK2R b KQkq - 0 10,False,0.0,120+1,105.0,7.0,0Ai4JCiC,Amadeu123,forestsunrise,1
54,20,b1c3,r2qkb1r/pp4pp/2p2n2/3p4/B2Pb3/8/PP3PPP/RNBQK2R w KQkq - 0 11,True,0.0266629157022032,120+1,109.0,5.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
55,21,f8b4,r2qkb1r/pp4pp/2p2n2/3p4/B2Pb3/2N5/PP3PPP/R1BQK2R b KQkq - 1 11,False,0.0,120+1,105.0,1.0,0Ai4JCiC,Amadeu123,forestsunrise,1
56,22,e1g1,r2qk2r/pp4pp/2p2n2/3p4/Bb1Pb3/2N5/PP3PPP/R1BQK2R w KQkq - 2 12,True,0.0338166272614991,120+1,107.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
57,23,e8g8,r2qk2r/pp4pp/2p2n2/3p4/Bb1Pb3/2N5/PP3PPP/R1BQ1RK1 b kq - 3 12,False,0.0,120+1,96.0,10.0,0Ai4JCiC,Amadeu123,forestsunrise,1
58,24,c3e4,r2q1rk1/pp4pp/2p2n2/3p4/Bb1Pb3/2N5/PP3PPP/R1BQ1RK1 w - - 4 13,True,0.018824020446431,120+1,96.0,12.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
59,25,f6e4,r2q1rk1/pp4pp/2p2n2/3p4/Bb1PN3/8/PP3PPP/R1BQ1RK1 b - - 0 13,False,0.0,120+1,94.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,1
60,26,a4c2,r2q1rk1/pp4pp/2p5/3p4/Bb1Pn3/8/PP3PPP/R1BQ1RK1 w - - 0 14,True,0.0110873132026238,120+1,93.0,4.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
61,27,d8h4,r2q1rk1/pp4pp/2p5/3p4/1b1Pn3/8/PPB2PPP/R1BQ1RK1 b - - 1 14,False,0.0299957870233023,120+1,83.0,12.0,0Ai4JCiC,Amadeu123,forestsunrise,1
62,28,c1e3,r4rk1/pp4pp/2p5/3p4/1b1Pn2q/8/PPB2PPP/R1BQ1RK1 w - - 2 15,True,0.1721418643295786,120+1,89.0,5.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
63,29,b4d6,r4rk1/pp4pp/2p5/3p4/1b1Pn2q/4B3/PPB2PPP/R2Q1RK1 b - - 3 15,False,0.0550247070747936,120+1,79.0,5.0,0Ai4JCiC,Amadeu123,forestsunrise,1
64,30,h2h3,r4rk1/pp4pp/2pb4/3p4/3Pn2q/4B3/PPB2PPP/R2Q1RK1 w - - 4 16,True,0.0,120+1,87.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
65,31,e4g3,r4rk1/pp4pp/2pb4/3p4/3Pn2q/4B2P/PPB2PP1/R2Q1RK1 b - - 0 16,False,0.0,120+1,64.0,16.0,0Ai4JCiC,Amadeu123,forestsunrise,1
66,32,f2g3,r4rk1/pp4pp/2pb4/3p4/3P3q/4B1nP/PPB2PP1/R2Q1RK1 w - - 1 17,True,0.1377698522472087,120+1,75.0,13.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
67,33,h4g3,r4rk1/pp4pp/2pb4/3p4/3P3q/4B1PP/PPB3P1/R2Q1RK1 b - - 0 17,False,0.0,120+1,63.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,1
68,34,f1f8,r4rk1/pp4pp/2pb4/3p4/3P4/4B1qP/PPB3P1/R2Q1RK1 w - - 0 18,True,0.0976072597175833,120+1,74.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
69,35,a8f8,r4Rk1/pp4pp/2pb4/3p4/3P4/4B1qP/PPB3P1/R2Q2K1 b - - 0 18,False,0.0,120+1,61.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,1
70,36,e3f2,5rk1/pp4pp/2pb4/3p4/3P4/4B1qP/PPB3P1/R2Q2K1 w - - 0 19,True,0.0,120+1,44.0,31.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
71,37,g3f2,5rk1/pp4pp/2pb4/3p4/3P4/6qP/PPB2BP1/R2Q2K1 b - - 1 19,False,0.0,120+1,47.0,15.0,0Ai4JCiC,Amadeu123,forestsunrise,1
72,38,g1h1,5rk1/pp4pp/2pb4/3p4/3P4/7P/PPB2qP1/R2Q2K1 w - - 0 20,True,0.0,120+1,42.0,3.0,0Ai4JCiC,Amadeu123,forestsunrise,-1
73,39,f2g3,5rk1/pp4pp/2pb4/3p4/3P4/7P/PPB2qP1/R2Q3K b - - 1 20,False,0.0285968049909833,120+1,46.0,2.0,0Ai4JCiC,Amadeu123,forestsunrise,1
74,3,e7e6,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,False,0.0111266022878572,300+3,302.0,1.0,0Pr3N9D4,Rooky_Rook,roninorev,1
75,4,d2d4,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,True,0.0011129199453265,300+3,301.0,1.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
76,5,d7d6,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,False,0.0,300+3,303.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,1
77,6,f1c4,rnbqkbnr/pp3ppp/3pp3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,True,0.0,300+3,299.0,5.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
78,7,d6d5,rnbqkbnr/pp3ppp/3pp3/2p5/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4,False,0.029492022778003,300+3,303.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,1
79,8,e4d5,rnbqkbnr/pp3ppp/4p3/2pp4/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,True,0.0,300+3,300.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
80,9,e6d5,rnbqkbnr/pp3ppp/4p3/2pP4/2BP4/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5,False,0.0,300+3,297.0,9.0,0Pr3N9D4,Rooky_Rook,roninorev,1
81,10,d1e2,rnbqkbnr/pp3ppp/8/2pp4/2BP4/5N2/PPP2PPP/RNBQK2R w KQkq - 0 6,True,0.0,300+3,300.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
82,11,f8e7,rnbqkbnr/pp3ppp/8/2pp4/2BP4/5N2/PPP1QPPP/RNB1K2R b KQkq - 1 6,False,0.0,300+3,296.0,4.0,0Pr3N9D4,Rooky_Rook,roninorev,1
83,12,c4b5,rnbqk1nr/pp2bppp/8/2pp4/2BP4/5N2/PPP1QPPP/RNB1K2R w KQkq - 2 7,True,0.0283531398715433,300+3,301.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
84,13,c8d7,rnbqk1nr/pp2bppp/8/1Bpp4/3P4/5N2/PPP1QPPP/RNB1K2R b KQkq - 3 7,False,0.0043981222695388,300+3,292.0,7.0,0Pr3N9D4,Rooky_Rook,roninorev,1
85,14,b5d7,rn1qk1nr/pp1bbppp/8/1Bpp4/3P4/5N2/PPP1QPPP/RNB1K2R w KQkq - 4 8,True,0.0419282483876481,300+3,294.0,10.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
86,15,d8d7,rn1qk1nr/pp1Bbppp/8/2pp4/3P4/5N2/PPP1QPPP/RNB1K2R b KQkq - 0 8,False,0.0,300+3,293.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,1
87,16,e1g1,rn2k1nr/pp1qbppp/8/2pp4/3P4/5N2/PPP1QPPP/RNB1K2R w KQkq - 0 9,True,0.0559918621304917,300+3,291.0,6.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
88,17,c5d4,rn2k1nr/pp1qbppp/8/2pp4/3P4/5N2/PPP1QPPP/RNB2RK1 b kq - 1 9,False,0.0,300+3,292.0,4.0,0Pr3N9D4,Rooky_Rook,roninorev,1
89,18,f3d4,rn2k1nr/pp1qbppp/8/3p4/3p4/5N2/PPP1QPPP/RNB2RK1 w kq - 0 10,True,0.0576405492393357,300+3,293.0,1.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
90,19,g8f6,rn2k1nr/pp1qbppp/8/3p4/3N4/8/PPP1QPPP/RNB2RK1 b kq - 0 10,False,0.0,300+3,294.0,1.0,0Pr3N9D4,Rooky_Rook,roninorev,1
91,20,b1c3,rn2k2r/pp1qbppp/5n2/3p4/3N4/8/PPP1QPPP/RNB2RK1 w kq - 1 11,True,0.0,300+3,293.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
92,21,e8g8,rn2k2r/pp1qbppp/5n2/3p4/3N4/2N5/PPP1QPPP/R1B2RK1 b kq - 2 11,False,0.0,300+3,285.0,12.0,0Pr3N9D4,Rooky_Rook,roninorev,1
93,22,f2f4,rn3rk1/pp1qbppp/5n2/3p4/3N4/2N5/PPP1QPPP/R1B2RK1 w - - 3 12,True,0.0100194567716669,300+3,270.0,26.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
94,23,e7c5,rn3rk1/pp1qbppp/5n2/3p4/3N1P2/2N5/PPP1Q1PP/R1B2RK1 b - - 0 12,False,0.0,300+3,282.0,6.0,0Pr3N9D4,Rooky_Rook,roninorev,1
95,24,c1e3,rn3rk1/pp1q1ppp/5n2/2bp4/3N1P2/2N5/PPP1Q1PP/R1B2RK1 w - - 1 13,True,0.0582284086156137,300+3,268.0,5.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
96,25,f8e8,rn3rk1/pp1q1ppp/5n2/2bp4/3N1P2/2N1B3/PPP1Q1PP/R4RK1 b - - 2 13,False,0.0407473787778076,300+3,282.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,1
97,26,e2d2,rn2r1k1/pp1q1ppp/5n2/2bp4/3N1P2/2N1B3/PPP1Q1PP/R4RK1 w - - 3 14,True,0.1569869666381345,300+3,261.0,10.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
98,27,f6g4,rn2r1k1/pp1q1ppp/5n2/2bp4/3N1P2/2N1B3/PPPQ2PP/R4RK1 b - - 4 14,False,0.0,300+3,272.0,13.0,0Pr3N9D4,Rooky_Rook,roninorev,1
99,28,f1f3,rn2r1k1/pp1q1ppp/8/2bp4/3N1Pn1/2N1B3/PPPQ2PP/R4RK1 w - - 5 15,True,0.0,300+3,261.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
100,29,g4e3,rn2r1k1/pp1q1ppp/8/2bp4/3N1Pn1/2N1BR2/PPPQ2PP/R5K1 b - - 6 15,False,0.1438830827507209,300+3,260.0,15.0,0Pr3N9D4,Rooky_Rook,roninorev,1
101,30,f3e3,rn2r1k1/pp1q1ppp/8/2bp4/3N1P2/2N1nR2/PPPQ2PP/R5K1 w - - 0 16,True,0.0,300+3,261.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
102,31,e8e3,rn2r1k1/pp1q1ppp/8/2bp4/3N1P2/2N1R3/PPPQ2PP/R5K1 b - - 0 16,False,0.1350363915720202,300+3,259.0,4.0,0Pr3N9D4,Rooky_Rook,roninorev,1
103,32,d2e3,rn4k1/pp1q1ppp/8/2bp4/3N1P2/2N1r3/PPPQ2PP/R5K1 w - - 0 17,True,0.0,300+3,262.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
104,33,b8c6,rn4k1/pp1q1ppp/8/2bp4/3N1P2/2N1Q3/PPP3PP/R5K1 b - - 0 17,False,0.0,300+3,260.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,1
105,34,a1d1,r5k1/pp1q1ppp/2n5/2bp4/3N1P2/2N1Q3/PPP3PP/R5K1 w - - 1 18,True,0.0,300+3,259.0,6.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
106,35,a8e8,r5k1/pp1q1ppp/2n5/2bp4/3N1P2/2N1Q3/PPP3PP/3R2K1 b - - 2 18,False,0.0288368977894383,300+3,259.0,4.0,0Pr3N9D4,Rooky_Rook,roninorev,1
107,36,e3d3,4r1k1/pp1q1ppp/2n5/2bp4/3N1P2/2N1Q3/PPP3PP/3R2K1 w - - 3 19,True,0.019806737835861,300+3,253.0,9.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
108,37,c6d4,4r1k1/pp1q1ppp/2n5/2bp4/3N1P2/2NQ4/PPP3PP/3R2K1 b - - 4 19,False,0.001323686797173,300+3,236.0,26.0,0Pr3N9D4,Rooky_Rook,roninorev,1
109,38,g1h1,4r1k1/pp1q1ppp/8/2bp4/3n1P2/2NQ4/PPP3PP/3R2K1 w - - 0 20,True,0.0,300+3,241.0,15.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
110,39,h7h5,4r1k1/pp1q1ppp/8/2bp4/3n1P2/2NQ4/PPP3PP/3R3K b - - 1 20,False,0.0,300+3,196.0,43.0,0Pr3N9D4,Rooky_Rook,roninorev,1
111,40,f4f5,4r1k1/pp1q1pp1/8/2bp3p/3n1P2/2NQ4/PPP3PP/3R3K w - - 0 21,True,0.0225167284185389,300+3,241.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
112,41,d7f5,4r1k1/pp1q1pp1/8/2bp1P1p/3n4/2NQ4/PPP3PP/3R3K b - - 0 21,False,0.0257152419030992,300+3,188.0,11.0,0Pr3N9D4,Rooky_Rook,roninorev,1
113,42,d3f5,4r1k1/pp3pp1/8/2bp1q1p/3n4/2NQ4/PPP3PP/3R3K w - - 0 22,True,0.0,300+3,232.0,12.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
114,43,d4f5,4r1k1/pp3pp1/8/2bp1Q1p/3n4/2N5/PPP3PP/3R3K b - - 0 22,False,0.0,300+3,191.0,0.0,0Pr3N9D4,Rooky_Rook,roninorev,1
115,44,g2g4,4r1k1/pp3pp1/8/2bp1n1p/8/2N5/PPP3PP/3R3K w - - 0 23,True,0.0,300+3,233.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
116,45,h5g4,4r1k1/pp3pp1/8/2bp1n1p/6P1/2N5/PPP4P/3R3K b - - 0 23,False,0.0,300+3,188.0,6.0,0Pr3N9D4,Rooky_Rook,roninorev,1
117,46,d1d5,4r1k1/pp3pp1/8/2bp1n2/6p1/2N5/PPP4P/3R3K w - - 0 24,True,0.0040411930297848,300+3,234.0,2.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
118,47,e8e1,4r1k1/pp3pp1/8/2bR1n2/6p1/2N5/PPP4P/7K b - - 0 24,False,0.0,300+3,187.0,4.0,0Pr3N9D4,Rooky_Rook,roninorev,1
119,48,h1g2,6k1/pp3pp1/8/2bR1n2/6p1/2N5/PPP4P/4r2K w - - 1 25,True,0.0,300+3,232.0,5.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
120,49,f5e3,6k1/pp3pp1/8/2bR1n2/6p1/2N5/PPP3KP/4r3 b - - 2 25,False,0.0,300+3,187.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,1
121,50,g2f2,6k1/pp3pp1/8/2bR4/6p1/2N1n3/PPP3KP/4r3 w - - 3 26,True,0.0090048166996098,300+3,232.0,3.0,0Pr3N9D4,Rooky_Rook,roninorev,-1
