,ply,move,fen,white_active,voc,time_control,clock,rt,game_id,white_player,black_player,result
19,22,d4e5,N6r/pp1kbpp1/2n1q2p/4p3/3PP1b1/8/PPP2PPP/R2QKB1R w KQ - 0 12,True,0.0,60+0,41.0,1.0,059rx8go,tklee,BostonMilz,1
20,23,d7c8,N6r/pp1kbpp1/2n1q2p/4P3/4P1b1/8/PPP2PPP/R2QKB1R b KQ - 0 12,False,0.0,60+0,30.0,8.0,059rx8go,tklee,BostonMilz,-1
21,24,b2b3,N1k4r/pp2bpp1/2n1q2p/4P3/4P1b1/8/PPP2PPP/R2QKB1R w KQ - 1 13,True,0.125621540702714,60+0,35.0,6.0,059rx8go,tklee,BostonMilz,1
22,25,c8b8,N1k4r/pp2bpp1/2n1q2p/4P3/4P1b1/1P6/P1P2PPP/R2QKB1R b KQ - 0 13,False,0.0,60+0,28.0,2.0,059rx8go,tklee,BostonMilz,-1
23,26,f1c4,Nk5r/pp2bpp1/2n1q2p/4P3/4P1b1/1P6/P1P2PPP/R2QKB1R w KQ - 1 14,True,0.0161045524336662,60+0,34.0,1.0,059rx8go,tklee,BostonMilz,1
24,27,e6e5,Nk5r/pp2bpp1/2n1q2p/4P3/2B1P1b1/1P6/P1P2PPP/R2QK2R b KQ - 2 14,False,0.0,60+0,24.0,4.0,059rx8go,tklee,BostonMilz,-1
25,28,c4f7,Nk5r/pp2bpp1/2n4p/4q3/2B1P1b1/1P6/P1P2PPP/R2QK2R w KQ - 0 15,True,0.0,60+0,29.0,5.0,059rx8go,tklee,BostonMilz,1
26,29,e5e4,Nk5r/pp2bBp1/2n4p/4q3/4P1b1/1P6/P1P2PPP/R2QK2R b KQ - 0 15,False,0.0,60+0,22.0,2.0,059rx8go,tklee,BostonMilz,-1
27,30,e1d2,Nk5r/pp2bBp1/2n4p/8/4q1b1/1P6/P1P2PPP/R2QK2R w KQ - 0 16,True,0.0,60+0,27.0,2.0,059rx8go,tklee,BostonMilz,1
28,31,e7g5,Nk5r/pp2bBp1/2n4p/8/4q1b1/1P6/P1PK1PPP/R2Q3R b - - 1 16,False,0.0,60+0,20.0,2.0,059rx8go,tklee,BostonMilz,-1
29,32,d2c3,Nk5r/pp3Bp1/2n4p/6b1/4q1b1/1P6/P1PK1PPP/R2Q3R w - - 2 17,True,0.0,60+0,25.0,2.0,059rx8go,tklee,BostonMilz,1
30,33,g4d1,Nk5r/pp3Bp1/2n4p/6b1/4q1b1/1PK5/P1P2PPP/R2Q3R b - - 3 17,False,0.0090229703656994,60+0,19.0,1.0,059rx8go,tklee,BostonMilz,-1
31,34,a1d1,Nk5r/pp3Bp1/2n4p/6b1/4q3/1PK5/P1P2PPP/R2b3R w - - 0 18,True,0.0017019370017334,60+0,24.0,1.0,059rx8go,tklee,BostonMilz,1
32,35,g5f6,Nk5r/pp3Bp1/2n4p/6b1/4q3/1PK5/P1P2PPP/3R3R b - - 0 18,False,0.0,60+0,17.0,2.0,059rx8go,tklee,BostonMilz,-1
33,36,c3d2,Nk5r/pp3Bp1/2n2b1p/8/4q3/1PK5/P1P2PPP/3R3R w - - 1 19,True,0.0,60+0,23.0,1.0,059rx8go,tklee,BostonMilz,1
34,37,e4d4,Nk5r/pp3Bp1/2n2b1p/8/4q3/1P6/P1PK1PPP/3R3R b - - 2 19,False,0.0249617333794706,60+0,14.0,3.0,059rx8go,tklee,BostonMilz,-1
35,38,d2e2,Nk5r/pp3Bp1/2n2b1p/8/3q4/1P6/P1PK1PPP/3R3R w - - 3 20,True,0.0,60+0,21.0,2.0,059rx8go,tklee,BostonMilz,1
36,39,d4e5,Nk5r/pp3Bp1/2n2b1p/8/3q4/1P6/P1P1KPPP/3R3R b - - 4 20,False,0.058751175525588,60+0,11.0,3.0,059rx8go,tklee,BostonMilz,-1
37,40,e2d3,Nk5r/pp3Bp1/2n2b1p/4q3/8/1P6/P1P1KPPP/3R3R w - - 5 21,True,0.0,60+0,20.0,1.0,059rx8go,tklee,BostonMilz,1
38,41,h8d8,Nk5r/pp3Bp1/2n2b1p/4q3/8/1P1K4/P1P2PPP/3R3R b - - 6 21,False,0.0051107666303933,60+0,11.0,0.0,059rx8go,tklee,BostonMilz,-1
39,42,d3c4,Nk1r4/pp3Bp1/2n2b1p/4q3/8/1P1K4/P1P2PPP/3R3R w - - 7 22,True,0.0,60+0,19.0,1.0,059rx8go,tklee,BostonMilz,1
40,43,d8d4,Nk1r4/pp3Bp1/2n2b1p/4q3/2K5/1P6/P1P2PPP/3R3R b - - 8 22,False,0.0,60+0,7.0,4.0,059rx8go,tklee,BostonMilz,-1
41,44,c4c3,Nk6/pp3Bp1/2n2b1p/4q3/2Kr4/1P6/P1P2PPP/3R3R w - - 9 23,True,0.0,60+0,17.0,2.0,059rx8go,tklee,BostonMilz,1
42,45,e5c5,Nk6/pp3Bp1/2n2b1p/4q3/3r4/1PK5/P1P2PPP/3R3R b - - 10 23,False,0.0,60+0,4.0,3.0,059rx8go,tklee,BostonMilz,-1
43,46,c3b2,Nk6/pp3Bp1/2n2b1p/2q5/3r4/1PK5/P1P2PPP/3R3R w - - 11 24,True,0.0,60+0,15.0,2.0,059rx8go,tklee,BostonMilz,1
44,47,d4a4,Nk6/pp3Bp1/2n2b1p/2q5/3r4/1P6/PKP2PPP/3R3R b - - 12 24,False,0.0,60+0,2.0,2.0,059rx8go,tklee,BostonMilz,-1
45,48,b2b1,Nk6/pp3Bp1/2n2b1p/2q5/r7/1P6/PKP2PPP/3R3R w - - 13 25,True,0.0100788209833281,60+0,14.0,1.0,059rx8go,tklee,BostonMilz,1
46,49,a4a2,Nk6/pp3Bp1/2n2b1p/2q5/r7/1P6/P1P2PPP/1K1R3R b - - 14 25,False,0.0,60+0,0.0,2.0,059rx8go,tklee,BostonMilz,-1
47,50,b1a2,Nk6/pp3Bp1/2n2b1p/2q5/8/1P6/r1P2PPP/1K1R3R w - - 0 26,True,0.0,60+0,13.0,1.0,059rx8go,tklee,BostonMilz,1
48,3,d7d6,rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,False,0.0,60+0,59.0,1.0,09fGpu8B,Souky71,OutForBlood,-1
49,4,d2d3,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,True,0.001668394395017,60+0,57.0,1.0,09fGpu8B,Souky71,OutForBlood,1
50,5,e7e6,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 3,False,0.0011126963792928,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
51,6,g2g3,rnbqkbnr/pp3ppp/3pp3/2p5/4P3/2NP4/PPP2PPP/R1BQKBNR w KQkq - 0 4,True,0.0038947208383305,60+0,56.0,1.0,09fGpu8B,Souky71,OutForBlood,1
52,7,g8f6,rnbqkbnr/pp3ppp/3pp3/2p5/4P3/2NP2P1/PPP2P1P/R1BQKBNR b KQkq - 0 4,False,0.0128010892505772,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
53,8,f1g2,rnbqkb1r/pp3ppp/3ppn2/2p5/4P3/2NP2P1/PPP2P1P/R1BQKBNR w KQkq - 1 5,True,0.0016698365913464,60+0,56.0,0.0,09fGpu8B,Souky71,OutForBlood,1
54,9,f8e7,rnbqkb1r/pp3ppp/3ppn2/2p5/4P3/2NP2P1/PPP2PBP/R1BQK1NR b KQkq - 2 5,False,0.0,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
55,10,g1e2,rnbqk2r/pp2bppp/3ppn2/2p5/4P3/2NP2P1/PPP2PBP/R1BQK1NR w KQkq - 3 6,True,0.0105756708760457,60+0,55.0,1.0,09fGpu8B,Souky71,OutForBlood,1
56,11,e8g8,rnbqk2r/pp2bppp/3ppn2/2p5/4P3/2NP2P1/PPP1NPBP/R1BQK2R b KQkq - 4 6,False,0.0116804219099059,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
57,12,c1e3,rnbq1rk1/pp2bppp/3ppn2/2p5/4P3/2NP2P1/PPP1NPBP/R1BQK2R w KQ - 5 7,True,0.0083416957732396,60+0,54.0,1.0,09fGpu8B,Souky71,OutForBlood,1
58,13,b8d7,rnbq1rk1/pp2bppp/3ppn2/2p5/4P3/2NPB1P1/PPP1NPBP/R2QK2R b KQ - 6 7,False,0.0072289993939467,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
59,14,h2h3,r1bq1rk1/pp1nbppp/3ppn2/2p5/4P3/2NPB1P1/PPP1NPBP/R2QK2R w KQ - 7 8,True,0.0061173090879792,60+0,53.0,1.0,09fGpu8B,Souky71,OutForBlood,1
60,15,d6d5,r1bq1rk1/pp1nbppp/3ppn2/2p5/4P3/2NPB1PP/PPP1NPB1/R2QK2R b KQ - 0 8,False,0.0,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
61,16,e4d5,r1bq1rk1/pp1nbppp/4pn2/2pp4/4P3/2NPB1PP/PPP1NPB1/R2QK2R w KQ - 0 9,True,0.0,60+0,51.0,2.0,09fGpu8B,Souky71,OutForBlood,1
62,17,e6d5,r1bq1rk1/pp1nbppp/4pn2/2pP4/8/2NPB1PP/PPP1NPB1/R2QK2R b KQ - 0 9,False,0.0010942079483499,60+0,59.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
63,18,c3d5,r1bq1rk1/pp1nbppp/5n2/2pp4/8/2NPB1PP/PPP1NPB1/R2QK2R w KQ - 0 10,True,0.0461595592834169,60+0,50.0,1.0,09fGpu8B,Souky71,OutForBlood,1
64,19,f6d5,r1bq1rk1/pp1nbppp/5n2/2pN4/8/3PB1PP/PPP1NPB1/R2QK2R b KQ - 0 10,False,0.0,60+0,57.0,2.0,09fGpu8B,Souky71,OutForBlood,-1
65,20,g2d5,r1bq1rk1/pp1nbppp/8/2pn4/8/3PB1PP/PPP1NPB1/R2QK2R w KQ - 0 11,True,0.0,60+0,49.0,1.0,09fGpu8B,Souky71,OutForBlood,1
66,21,d7f6,r1bq1rk1/pp1nbppp/8/2pB4/8/3PB1PP/PPP1NP2/R2QK2R b KQ - 0 11,False,0.009299147934294,60+0,57.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
67,22,d5g2,r1bq1rk1/pp2bppp/5n2/2pB4/8/3PB1PP/PPP1NP2/R2QK2R w KQ - 1 12,True,0.0,60+0,47.0,2.0,09fGpu8B,Souky71,OutForBlood,1
68,23,f8e8,r1bq1rk1/pp2bppp/5n2/2p5/8/3PB1PP/PPP1NPB1/R2QK2R b KQ - 2 12,False,0.0,60+0,57.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
69,24,d1d2,r1bqr1k1/pp2bppp/5n2/2p5/8/3PB1PP/PPP1NPB1/R2QK2R w KQ - 3 13,True,0.0,60+0,46.0,1.0,09fGpu8B,Souky71,OutForBlood,1
70,25,e7d6,r1bqr1k1/pp2bppp/5n2/2p5/8/3PB1PP/PPPQNPB1/R3K2R b KQ - 4 13,False,0.0,60+0,57.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
71,26,e1g1,r1bqr1k1/pp3ppp/3b1n2/2p5/8/3PB1PP/PPPQNPB1/R3K2R w KQ - 5 14,True,0.0195489698271891,60+0,44.0,2.0,09fGpu8B,Souky71,OutForBlood,1
72,27,d8c7,r1bqr1k1/pp3ppp/3b1n2/2p5/8/3PB1PP/PPPQNPB1/R4RK1 b - - 6 14,False,0.0179417938182552,60+0,56.0,1.0,09fGpu8B,Souky71,OutForBlood,-1
73,28,f2f4,r1b1r1k1/ppq2ppp/3b1n2/2p5/8/3PB1PP/PPPQNPB1/R4RK1 w - - 7 15,True,0.0136110650190642,60+0,42.0,2.0,09fGpu8B,Souky71,OutForBlood,1
74,29,c8d7,r1b1r1k1/ppq2ppp/3b1n2/2p5/5P2/3PB1PP/PPPQN1B1/R4RK1 b - - 0 15,False,0.0826998456935312,60+0,54.0,2.0,09fGpu8B,Souky71,OutForBlood,-1
75,30,a1e1,r3r1k1/ppqb1ppp/3b1n2/2p5/5P2/3PB1PP/PPPQN1B1/R4RK1 w - - 1 16,True,0.0,60+0,41.0,1.0,09fGpu8B,Souky71,OutForBlood,1
76,31,c7c8,r3r1k1/ppqb1ppp/3b1n2/2p5/5P2/3PB1PP/PPPQN1B1/4RRK1 b - - 2 16,False,0.0205278408113867,60+0,54.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
77,32,g1h2,r1q1r1k1/pp1b1ppp/3b1n2/2p5/5P2/3PB1PP/PPPQN1B1/4RRK1 w - - 3 17,True,0.0,60+0,39.0,2.0,09fGpu8B,Souky71,OutForBlood,1
78,33,c8c7,r1q1r1k1/pp1b1ppp/3b1n2/2p5/5P2/3PB1PP/PPPQN1BK/4RR2 b - - 4 17,False,0.0124883617960145,60+0,53.0,1.0,09fGpu8B,Souky71,OutForBlood,-1
79,34,e2c3,r3r1k1/ppqb1ppp/3b1n2/2p5/5P2/3PB1PP/PPPQN1BK/4RR2 w - - 5 18,True,0.0,60+0,37.0,2.0,09fGpu8B,Souky71,OutForBlood,1
80,35,e8e7,r3r1k1/ppqb1ppp/3b1n2/2p5/5P2/2NPB1PP/PPPQ2BK/4RR2 b - - 6 18,False,0.0,60+0,51.0,2.0,09fGpu8B,Souky71,OutForBlood,-1
81,36,d3d4,r5k1/ppqbrppp/3b1n2/2p5/5P2/2NPB1PP/PPPQ2BK/4RR2 w - - 7 19,True,0.0,60+0,35.0,2.0,09fGpu8B,Souky71,OutForBlood,1
82,37,c5c4,r5k1/ppqbrppp/3b1n2/2p5/3P1P2/2N1B1PP/PPPQ2BK/4RR2 b - - 0 19,False,0.0911221190386463,60+0,48.0,3.0,09fGpu8B,Souky71,OutForBlood,-1
83,38,d4d5,r5k1/ppqbrppp/3b1n2/8/2pP1P2/2N1B1PP/PPPQ2BK/4RR2 w - - 0 20,True,0.0653618677567738,60+0,33.0,2.0,09fGpu8B,Souky71,OutForBlood,1
84,39,a7a6,r5k1/ppqbrppp/3b1n2/3P4/2p2P2/2N1B1PP/PPPQ2BK/4RR2 b - - 0 20,False,0.0150889133723653,60+0,47.0,1.0,09fGpu8B,Souky71,OutForBlood,-1
85,40,e3d4,r5k1/1pqbrppp/p2b1n2/3P4/2p2P2/2N1B1PP/PPPQ2BK/4RR2 w - - 0 21,True,0.0,60+0,32.0,1.0,09fGpu8B,Souky71,OutForBlood,1
86,41,a8e8,r5k1/1pqbrppp/p2b1n2/3P4/2pB1P2/2N3PP/PPPQ2BK/4RR2 b - - 1 21,False,0.0,60+0,45.0,2.0,09fGpu8B,Souky71,OutForBlood,-1
87,42,d4f6,4r1k1/1pqbrppp/p2b1n2/3P4/2pB1P2/2N3PP/PPPQ2BK/4RR2 w - - 2 22,True,0.1266540291866237,60+0,30.0,2.0,09fGpu8B,Souky71,OutForBlood,1
88,43,g7f6,4r1k1/1pqbrppp/p2b1B2/3P4/2p2P2/2N3PP/PPPQ2BK/4RR2 b - - 0 22,False,0.0,60+0,45.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
89,44,c3e4,4r1k1/1pqbrp1p/p2b1p2/3P4/2p2P2/2N3PP/PPPQ2BK/4RR2 w - - 0 23,True,0.0,60+0,29.0,1.0,09fGpu8B,Souky71,OutForBlood,1
90,45,f6f5,4r1k1/1pqbrp1p/p2b1p2/3P4/2p1NP2/6PP/PPPQ2BK/4RR2 b - - 1 23,False,0.0,60+0,39.0,6.0,09fGpu8B,Souky71,OutForBlood,-1
91,46,e4f6,4r1k1/1pqbrp1p/p2b4/3P1p2/2p1NP2/6PP/PPPQ2BK/4RR2 w - - 0 24,True,0.0,60+0,25.0,4.0,09fGpu8B,Souky71,OutForBlood,1
92,47,g8h8,4r1k1/1pqbrp1p/p2b1N2/3P1p2/2p2P2/6PP/PPPQ2BK/4RR2 b - - 1 24,False,0.0730653639580821,60+0,38.0,1.0,09fGpu8B,Souky71,OutForBlood,-1
93,48,d2d4,4r2k/1pqbrp1p/p2b1N2/3P1p2/2p2P2/6PP/PPPQ2BK/4RR2 w - - 2 25,True,0.048835367306905,60+0,24.0,1.0,09fGpu8B,Souky71,OutForBlood,1
94,49,c7c5,4r2k/1pqbrp1p/p2b1N2/3P1p2/2pQ1P2/6PP/PPP3BK/4RR2 b - - 3 25,False,0.0405117493035432,60+0,29.0,9.0,09fGpu8B,Souky71,OutForBlood,-1
95,50,d4c5,4r2k/1p1brp1p/p2b1N2/2qP1p2/2pQ1P2/6PP/PPP3BK/4RR2 w - - 4 26,True,0.0111943226223785,60+0,21.0,3.0,09fGpu8B,Souky71,OutForBlood,1
96,51,d6c5,4r2k/1p1brp1p/p2b1N2/2QP1p2/2p2P2/6PP/PPP3BK/4RR2 b - - 0 26,False,0.0,60+0,29.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
97,52,f6e8,4r2k/1p1brp1p/p4N2/2bP1p2/2p2P2/6PP/PPP3BK/4RR2 w - - 0 27,True,0.0,60+0,19.0,2.0,09fGpu8B,Souky71,OutForBlood,1
98,53,d7e8,4N2k/1p1brp1p/p7/2bP1p2/2p2P2/6PP/PPP3BK/4RR2 b - - 0 27,False,0.0422422671325681,60+0,29.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
99,54,e1e7,4b2k/1p2rp1p/p7/2bP1p2/2p2P2/6PP/PPP3BK/4RR2 w - - 0 28,True,0.0,60+0,18.0,1.0,09fGpu8B,Souky71,OutForBlood,1
100,55,c5e7,4b2k/1p2Rp1p/p7/2bP1p2/2p2P2/6PP/PPP3BK/5R2 b - - 0 28,False,0.0,60+0,29.0,0.0,09fGpu8B,Souky71,OutForBlood,-1
101,56,f1e1,4b2k/1p2bp1p/p7/3P1p2/2p2P2/6PP/PPP3BK/5R2 w - - 0 29,True,0.0,60+0,17.0,1.0,09fGpu8B,Souky71,OutForBlood,1
102,3,d7d6,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,False,0.0,180+0,179.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
103,4,d2d4,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,True,0.0005561319232328,180+0,176.0,2.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
104,5,e5d4,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,False,0.0,180+0,178.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
105,6,f3d4,rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,True,0.0,180+0,175.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
106,7,c8d7,rnbqkbnr/ppp2ppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,False,0.0,180+0,177.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
107,8,b1c3,rn1qkbnr/pppb1ppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,True,0.0038449673073301,180+0,173.0,2.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
108,9,b8c6,rn1qkbnr/pppb1ppp/3p4/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,False,0.0065835446266319,180+0,176.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
109,10,d4f3,r2qkbnr/pppb1ppp/2np4/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,True,0.0,180+0,171.0,2.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
110,11,g8f6,r2qkbnr/pppb1ppp/2np4/8/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 4 6,False,0.0011117051857145,180+0,172.0,4.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
111,12,c1e3,r2qkb1r/pppb1ppp/2np1n2/8/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 5 7,True,0.0278057482505779,180+0,169.0,2.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
112,13,f6g4,r2qkb1r/pppb1ppp/2np1n2/8/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq - 6 7,False,0.00608633191984,180+0,166.0,6.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
113,14,d1d2,r2qkb1r/pppb1ppp/2np4/8/4P1n1/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 7 8,True,0.0,180+0,164.0,5.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
114,15,g4e3,r2qkb1r/pppb1ppp/2np4/8/4P1n1/2N1BN2/PPPQ1PPP/R3KB1R b KQkq - 8 8,False,0.0,180+0,165.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
115,16,d2e3,r2qkb1r/pppb1ppp/2np4/8/4P3/2N1nN2/PPPQ1PPP/R3KB1R w KQkq - 0 9,True,0.0,180+0,163.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
116,17,f8e7,r2qkb1r/pppb1ppp/2np4/8/4P3/2N1QN2/PPP2PPP/R3KB1R b KQkq - 0 9,False,0.0,180+0,164.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
117,18,f1d3,r2qk2r/pppbbppp/2np4/8/4P3/2N1QN2/PPP2PPP/R3KB1R w KQkq - 1 10,True,0.0083490259000947,180+0,161.0,2.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
118,19,e8g8,r2qk2r/pppbbppp/2np4/8/4P3/2NBQN2/PPP2PPP/R3K2R b KQkq - 2 10,False,0.0,180+0,162.0,2.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
119,20,e1c1,r2q1rk1/pppbbppp/2np4/8/4P3/2NBQN2/PPP2PPP/R3K2R w KQ - 3 11,True,0.0022257222790744,180+0,160.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
120,21,h7h6,r2q1rk1/pppbbppp/2np4/8/4P3/2NBQN2/PPP2PPP/2KR3R b - - 4 11,False,0.0089047314507436,180+0,161.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
121,22,h2h3,r2q1rk1/pppbbpp1/2np3p/8/4P3/2NBQN2/PPP2PPP/2KR3R w - - 0 12,True,0.0122460294690556,180+0,157.0,3.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
122,23,d7e6,r2q1rk1/pppbbpp1/2np3p/8/4P3/2NBQN1P/PPP2PP1/2KR3R b - - 0 12,False,0.0300495715551544,180+0,153.0,8.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
123,24,h3h4,r2q1rk1/ppp1bpp1/2npb2p/8/4P3/2NBQN1P/PPP2PP1/2KR3R w - - 1 13,True,0.0349832373126399,180+0,156.0,1.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
124,25,c6e5,r2q1rk1/ppp1bpp1/2npb2p/8/4P2P/2NBQN2/PPP2PP1/2KR3R b - - 0 13,False,0.0189237763123796,180+0,147.0,6.0,0L2ycMYx,ShortBaby,Leffatsztuchs,-1
125,26,f3d2,r2q1rk1/ppp1bpp1/3pb2p/4n3/4P2P/2NBQN2/PPP2PP1/2KR3R w - - 1 14,True,0.0,180+0,146.0,10.0,0L2ycMYx,ShortBaby,Leffatsztuchs,1
